Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel,neutral,neutral,848,10,4,21,"00:15:55,329","00:16:03,461"
8495,"OK, I need to lie down.",Ross,surprise,negative,848,11,4,21,"00:16:04,463","00:16:05,672"
8496,"Hey! I'm in, they're gonna let me audition!",Joey,joy,positive,849,0,5,18,"00:03:53,316","00:03:55,442"
8497,Really? That's great!,Ross,joy,positive,849,1,5,18,"00:03:55,610","00:03:57,152"
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,joy,positive,849,2,5,18,"00:03:57,320","00:04:02,699"
8499,(noticing a kid who has picked up a copy of,Carol,neutral,neutral,849,3,5,18,"00:04:04,452","00:04:06,453"
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,joy,positive,849,4,5,18,"00:04:04,452","00:04:10,540"
8501,"Yeah well, he's not gonna get this one.",Ross,joy,positive,849,5,5,18,"00:04:20,176","00:04:23,804"
8502,Ben is way cuter than that kid.,Ross,joy,positive,849,6,5,18,"00:04:20,176","00:04:25,222"
8503,"I mean look at him, look at you,",Ross,disgust,negative,849,7,5,18,"00:04:23,972","00:04:25,222"
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",Joey,neutral,neutral,849,8,5,18,"00:04:32,313","00:04:36,275"
8505,"Joey, you look nothing like Ben.",Ross,neutral,neutral,849,9,5,18,"00:04:36,442","00:04:37,943"
8506,I look more like him than you do!,Joey,anger,negative,849,10,5,18,"00:04:39,445","00:04:41,655"
8507,"Y'know, I don't really know you well enough for you to do that.",Carol,joy,positive,849,11,5,18,"00:04:43,950","00:04:47,327"
8508,That really was some of your best work.,Monica,joy,positive,850,0,7,12,"00:21:17,359","00:21:19,777"
8509,"Hm-hmm, I told you!  I cant believe that Ive only got two hours before I call in sick for work.",Chandler,neutral,neutral,850,1,7,12,"00:21:19,987","00:21:26,492"
8510,I have to be up in seven minutes.,Monica,neutral,neutral,850,2,7,12,"00:21:31,290","00:21:33,332"
8511,"Well, youre not gonna believe this, but if you have seven minutes",Chandler,neutral,neutral,850,3,7,12,"00:21:34,376","00:21:38,546"
8512,Really?!,Monica,surprise,positive,850,4,7,12,"00:21:39,256","00:21:40,840"
8513,Do you wanna?,Chandler,neutral,neutral,850,5,7,12,"00:21:41,341","00:21:42,758"
8514,Okay! You get the vacuum cleaner and Ill get the furniture polish!,Monica,joy,positive,850,6,7,12,"00:21:42,968","00:21:46,429"
8515,Oh okay. But yknow what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,Kristen,neutral,neutral,851,0,7,17,"00:05:31,247","00:05:36,126"
8516,Boyfriend?,Joey,surprise,negative,851,1,7,17,"0:05:37,045","0:05:37,887"
8517,No.,Kristen,neutral,neutral,851,2,7,17,"0:05:37,887","0:05:38,774"
8518,Im Joey.,Joey,neutral,neutral,851,3,7,17,"00:05:38,921","00:05:40,630"
8519,Kristen.,Kristen,neutral,neutral,851,4,7,17,"00:05:41,299","00:05:42,341"
8520,"Oh wow, what a beautiful name!  What is it again?",Joey,joy,positive,851,5,7,17,"00:05:42,550","00:05:48,347"
8521,Kristen.,Kristen,neutral,neutral,851,6,7,17,"0:05:49,265","0:05:50,058"
8522,Got it!  So,Joey,neutral,neutral,851,7,7,17,"0:05:50,058","0:05:51,837"
8523,"So uh, do you live around here?",Kristen,neutral,neutral,851,8,7,17,"0:05:52,477","0:05:53,949"
8524,Yeah!,Joey,neutral,neutral,851,9,7,17,"0:05:53,949","0:05:54,471"
8525,Yeah!,Joey,joy,positive,851,10,7,17,"0:05:54,471","0:05:54,805"
8526,Right down there.,Joey,neutral,neutral,851,11,7,17,"0:05:54,805","0:05:55,349"
8527,Hey listen.. let me give you a little tip.,Joey,neutral,neutral,851,12,7,17,"00:05:55,480","00:05:57,314"
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,Joey,joy,positive,851,13,7,17,"00:05:57,565","00:06:02,319"
8529,Ill remember that.,Kristen,neutral,neutral,851,14,7,17,"00:06:03,363","00:06:04,821"
8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",Joey,neutral,neutral,851,15,7,17,"00:06:03,363","00:06:09,701"
8531,"Oh I, I have plans tonight.",Kristen,neutral,neutral,851,16,7,17,"00:06:09,911","00:06:13,080"
8533,But how about tomorrow?,Kristen,neutral,neutral,851,17,7,17,"00:06:09,911","00:06:13,080"
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,positive,851,18,7,17,"00:06:13,289","00:06:15,874"
8535,"You look strong, why dont I take that and you grab one of the boxes.",Kristen,neutral,neutral,851,19,7,17,"00:06:16,084","00:06:18,710"
8536,"Okay. Yeah.  Yeah, Ill grab this one.",Joey,neutral,neutral,851,20,7,17,"00:06:18,878","00:06:26,968"
8537,Hey.,Phoebe,neutral,neutral,852,0,1,17,"0:19:01,932","0:19:02,824"
8538,"Listen, um...",Phoebe,neutral,neutral,852,1,1,17,"0:19:02,824","0:19:03,021"
8539,I'm sorry.,Phoebe,sadness,negative,852,2,1,17,"00:19:08,272","00:19:09,313"
8540,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",Phoebe,neutral,neutral,852,3,1,17,"00:19:12,609","00:19:21,742"
8541,"That's right, I don't... But I was, I was drunk on you!",Phoebe,sadness,negative,852,4,1,17,"00:19:26,832","00:19:33,087"
8542,"Okay, yeah, so it's not gonna work.",Phoebe,neutral,neutral,852,5,1,17,"00:19:34,256","00:19:37,049"
8543,"If it was, would you stop hanging out with her?",Phoebe,neutral,neutral,852,6,1,17,"00:19:41,680","00:19:44,473"
8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,anger,negative,852,7,1,17,"00:19:50,397","00:19:57,278"
8545,"You know...  You're gonna be really, really hard to get over.",Phoebe,sadness,negative,852,8,1,17,"00:20:06,496","00:20:10,625"
8546,"By the way, the week before your wedding you may not see a lot of me.",Ross,neutral,neutral,853,0,7,9,"00:14:14,603","00:14:18,690"
8547,"Oh, hello liar.",Phoebe,anger,negative,853,1,7,9,"00:14:29,201","00:14:31,035"
8548,"Look, I-Im really sorry I let go of the bike.",Ross,sadness,negative,853,2,7,9,"00:14:33,664","00:14:37,500"
8549,I couldve been killed I hope you know!,Phoebe,anger,negative,853,3,7,9,"00:14:37,710","00:14:39,752"
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,sadness,negative,853,4,7,9,"00:14:41,714","00:14:49,971"
8551,"Well, I would love to butthe bike got stolen and the police have no suspects.",Phoebe,joy,positive,853,5,7,9,"00:14:50,180","00:14:56,769"
8552,Phoebe.,Ross,neutral,neutral,853,6,7,9,"00:15:03,193","00:15:04,485"
8553,What?!  What the hell?!,Phoebe,anger,negative,853,7,7,9,"00:15:07,573","00:15:09,449"
8554,"All right, yknow what?",Ross,anger,negative,853,8,7,9,"00:15:10,951","00:15:11,993"
8555,"If you are not going to learn how to ride this bike then Im sorry, Im just gonna have to take it back.",Ross,anger,negative,853,9,7,9,"00:15:12,202","00:15:17,707"
8556,What?! Why?!,Phoebe,surprise,negative,853,10,7,9,"00:15:15,539","00:15:17,707"
8557,"Because! Because, it-it-its Itd be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,negative,853,11,7,9,"00:15:17,875","00:15:30,553"
8558,"All right. If you care enough to make up that load of crap, okay.",Phoebe,anger,negative,853,12,7,9,"00:15:50,616","00:15:55,119"
8559,Great! Great!  Youre making the bike very happy.,Ross,joy,positive,853,13,7,9,"00:15:55,621","00:16:01,626"
8560,Okay Ross!  Please dont die!,Phoebe,anger,negative,853,14,7,9,"00:16:01,835","00:16:07,840"
8561,How could you have kept all of this from me?,Mona,fear,negative,854,0,8,8,"00:13:19,465","00:13:21,341"
8562,"I was going to tell you, but",Ross,neutral,neutral,854,1,8,8,"00:13:21,509","00:13:24,260"
8563,But what?! You figured youd get what you wanted and then dump her like you dumped Rachel!,Dr. Green,anger,negative,854,2,8,8,"00:13:24,428","00:13:27,222"
8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why dont we just let the machine get that?,Ross,anger,negative,854,3,8,8,"00:13:27,389","00:13:40,652"
8565,Hey Ross. Its Joey. Theres a hooker over here and we thought maybe youd know something about it.,Joey,neutral,neutral,854,4,8,8,"00:13:45,199","00:13:54,541"
8566,"No! No! No! No! No! I-I-I-II need to, I need to lie down.",Ross,neutral,neutral,854,5,8,8,"00:13:48,702","00:13:54,541"
8567,Everything on your application looks really goodOhh!,Joey,joy,positive,855,0,6,3,"00:11:12,421","00:11:15,173"
8568,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",Joey,anger,negative,855,1,6,3,"00:11:15,341","00:11:22,722"
8569,"Oh dont worry, Im not really a party girl.",The Potential Roommate,neutral,neutral,855,2,6,3,"00:11:20,763","00:11:22,722"
8570,"Whoa!! Now look, dont be just blurtin stuff out. I want you to really think about your answers. Okay?",Joey,joy,positive,855,3,6,3,"00:11:22,890","00:11:32,023"
8571,You can call off the roommate search!  Hi! Ill be living here.,Chandler,joy,positive,855,4,6,3,"00:11:32,775","00:11:36,861"
8572,"Oh dont listen to him, hes just some guy who really wants the apartment, but I dont think hes gonna get it.",Joey,sadness,negative,855,5,6,3,"00:11:37,029","00:11:42,784"
8573,Why did you take the shower curtain down?,Chandler,surprise,negative,855,6,6,3,"00:11:43,452","00:11:45,829"
8574,That thing was a hazard!  Im very safety conscious.,Joey,fear,negative,855,7,6,3,"00:11:45,996","00:11:50,250"
8575,Hi.,Joey,neutral,neutral,856,0,5,13,"00:20:54,378","00:20:55,419"
8576,"Hey man, how did the audition go?",Chandler,neutral,neutral,856,1,5,13,"00:20:55,629","00:20:57,421"
8577,Estelle said I didn't get it.,Joey,sadness,negative,856,2,5,13,"00:20:57,839","00:20:59,257"
8578,What?! Why? Joey you were so ready for it!,Rachel,surprise,negative,856,3,5,13,"00:20:59,508","00:21:02,718"
8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,joy,positive,856,4,5,13,"00:21:03,011","00:21:08,641"
8580,No!,Ross,surprise,negative,857,0,5,1,"00:11:54,046","00:11:56,589"
8581,"For all I know, shes trying to find me but couldnt because I kept moving around.",Ross,neutral,neutral,857,1,5,1,"00:11:54,046","00:11:59,259"
8582,"No, from now on, Im staying in one place.",Ross,neutral,neutral,857,2,5,1,"00:11:59,427","00:12:02,137"
8583,Right here.,Ross,neutral,neutral,857,3,5,1,"00:12:02,304","00:12:03,972"
8584,"Well, its getting late.",Monica,neutral,neutral,857,4,5,1,"0:12:07,351","0:12:08,269"
8585,"Yeah, were gonna go.",Chandler,neutral,neutral,857,5,5,1,"0:12:08,269","0:12:09,235"
8586,"Actually, do you guys mind staying here for a while?",Ross,neutral,neutral,857,6,5,1,"00:12:09,353","00:12:14,107"
8587,"Ugh, yknow, umm we gotta get up early and catch that plane for New York.",Monica,neutral,neutral,857,7,5,1,"00:12:14,817","00:12:17,861"
8588,"Yeah, its a very large plane.",Chandler,neutral,neutral,857,8,5,1,"00:12:18,028","00:12:20,196"
8589,Thats cool.,Ross,neutral,neutral,857,9,5,1,"00:12:22,783","00:12:24,409"
8590,"But, well stay here with you.",Chandler,neutral,neutral,857,10,5,1,"00:12:26,871","00:12:29,330"
8591,"Thanks guys!  I really appreciate this, yknow, but you dont have to rub my butt.",Ross,joy,positive,857,11,5,1,"00:20:51,333","00:20:58,881"
8592,"Hey, Mel Gibson and Clint Eastwood.",Phoebe,surprise,positive,858,0,4,13,"00:04:14,254","00:04:15,754"
8593,Theyre not a couple!,Ross,surprise,negative,858,1,4,13,"00:04:18,258","00:04:19,299"
8594,"Oh-okay, I get the game now.",Phoebe,neutral,neutral,858,2,4,13,"00:04:19,467","00:04:21,260"
8595,"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",Joey,neutral,neutral,858,3,4,13,"00:04:23,346","00:04:29,810"
8596,Oh yeah!,Ross,joy,positive,858,4,4,13,"00:04:27,850","00:04:29,810"
8597,"Well okay, so then youre fine.",Joey,neutral,neutral,858,5,4,13,"00:04:31,020","00:04:33,313"
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,neutral,858,6,4,13,"00:04:33,481","00:04:41,280"
8599,Okay?,Joey,neutral,neutral,858,7,4,13,"0:04:41,447","0:04:42,031"
8600,So as long as its hot onstage you got nothing to worry about.,Joey,neutral,neutral,858,8,4,13,"0:04:42,031","0:04:45,769"
8601,"Its when the heat goes away, thats when youre in trouble.",Joey,neutral,neutral,858,9,4,13,"00:04:45,868","00:04:48,537"
8602,Really?,Chandler,surprise,positive,858,10,4,13,"00:04:49,956","00:04:50,998"
8603,"Look, you guys have been to every play Ive ever been in, have I ever had chemistry on stage?",Joey,neutral,neutral,858,11,4,13,"00:04:51,165","00:04:54,751"
8604,No.,Ross,neutral,neutral,858,12,4,13,"0:04:54,919","0:04:55,471"
8605,Noooo!!,Joey,neutral,neutral,858,13,4,13,"0:04:55,471","0:04:56,605"
8606,"Ursula!  Wait! Err-err, its me! Phoebe!",Phoebe,surprise,positive,859,0,8,6,"00:02:00,870","00:02:05,582"
8607,"Oh, I thought there was a mirror there. Okay, bye-bye.",Ursula,neutral,neutral,859,1,8,6,"00:02:05,750","00:02:08,502"
8608,"Wait a second! So, whats new with you?",Phoebe,surprise,positive,859,2,8,6,"00:02:09,212","00:02:12,923"
8609,"Umm, nothing. I mean, Im getting married next week.",Ursula,neutral,neutral,859,3,8,6,"00:02:13,091","00:02:16,844"
8610,And your breasts! Hmm!!!,Jim,surprise,positive,860,0,8,17,"00:13:16,128","00:13:18,630"
8611,Okay.,Phoebe,neutral,neutral,860,1,8,17,"00:13:21,759","00:13:23,218"
8612,"Umm look, youre coming on a little strong.",Phoebe,fear,negative,860,2,8,17,"00:13:23,385","00:13:26,179"
8613,"But Im going to give you the benefit of the doubt, because it seems the universe really wants to be together.",Phoebe,neutral,neutral,860,3,8,17,"00:13:26,347","00:13:31,935"
8614,"So, why dont we just start over okay?",Phoebe,neutral,neutral,860,4,8,17,"0:13:32,102","0:13:33,874"
8615,And you can just tell me about yourself.,Phoebe,neutral,neutral,860,5,8,17,"0:13:33,874","0:13:36,284"
8616,All right.,Jim,neutral,neutral,860,6,8,17,"0:13:36,398","0:13:37,191"
8617,Okay.,Phoebe,neutral,neutral,860,7,8,17,"0:13:37,191","0:13:38,363"
8618,"I write erotic novels, for children.",Jim,neutral,neutral,860,8,8,17,"00:13:38,651","00:13:43,154"
8619,What?!,Phoebe,surprise,negative,860,9,8,17,"0:13:45,825","0:13:46,507"
8620,Theyre wildly unpopular.,Jim,neutral,neutral,860,10,8,17,"0:13:46,507","0:13:48,471"
8621,Oh my God!,Phoebe,disgust,negative,860,11,8,17,"00:13:49,245","00:13:51,162"
8622,"Oh also, you might be interested to know that I have a Ph.D.",Jim,neutral,neutral,860,12,8,17,"00:13:51,330","00:13:54,165"
8623,Wow! You do?,Phoebe,surprise,positive,860,13,8,17,"0:13:54,333","0:13:55,185"
8624,"Yeah,  a Pretty Huge",Jim,joy,positive,860,14,8,17,"0:13:55,185","0:13:57,257"
8625,All right.,Phoebe,disgust,negative,860,15,8,17,"00:13:57,378","00:13:58,795"
8626,"So, uh, how's she doing?",Ross,sadness,negative,861,0,1,8,"00:04:03,993","00:04:06,328"
8627,The doctor says it's a matter of hours.,Aunt Lillian,sadness,negative,861,1,1,8,"00:04:07,080","00:04:09,498"
8628,"How-how are you, Mom?",Monica,sadness,negative,861,2,1,8,"00:04:10,083","00:04:12,876"
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,anger,negative,861,3,1,8,"00:04:13,127","00:04:19,424"
8630,What?,Monica,surprise,positive,861,4,1,8,"00:04:18,299","00:04:19,424"
8631,What's different?,Mrs. Geller,surprise,negative,861,5,1,8,"00:04:19,968","00:04:21,009"
8632,Nothing.,Monica,neutral,neutral,861,6,1,8,"00:04:21,344","00:04:22,386"
8633,"Oh, maybe that's it.",Mrs. Geller,neutral,neutral,861,7,1,8,"00:04:22,929","00:04:24,972"
8634,"She is unbelievable, our mother is...",Monica,anger,negative,861,8,1,8,"00:04:25,807","00:04:27,349"
8635,"Okay, relax, relax.",Ross,neutral,neutral,861,9,1,8,"00:04:27,558","00:04:28,850"
8636,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",Ross,neutral,neutral,861,10,1,8,"00:04:29,060","00:04:34,648"
8637,Oh God!,Monica,surprise,negative,861,11,1,8,"00:04:34,983","00:04:36,233"
8638,The fuzzy little mints at the bottom of her purse.,Monica,neutral,neutral,861,12,1,8,"00:04:42,991","00:04:45,158"
8639,Oh!,Ross,surprise,positive,861,13,1,8,"00:04:45,326","00:04:46,827"
8640,"...Yeah, they were gross.",Ross,disgust,negative,861,14,1,8,"00:04:47,287","00:04:49,413"
8641,"Oh, you know what I loved?",Ross,joy,positive,861,15,1,8,"00:04:50,248","00:04:52,040"
8642,Her Sweet 'n' Los.,Ross,joy,positive,861,16,1,8,"00:04:52,250","00:04:54,084"
8643,How she was always stealing them from- from restaurants.,Ross,joy,positive,861,17,1,8,"00:04:54,294","00:04:57,504"
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,neutral,861,18,1,8,"00:04:57,755","00:05:00,799"
8645,Maybe.,Rachel,neutral,neutral,862,0,9,20,"00:01:40,255","00:01:41,881"
8646,You can't!,Monica,surprise,negative,862,1,9,20,"00:01:43,049","00:01:44,551"
8647,Why?  Seriously I did not understand a word that    you said.,Rachel,surprise,negative,862,2,9,20,"00:01:43,049","00:01:52,892"
8648,In the hall.,Monica,neutral,neutral,862,3,9,20,"00:01:53,935","00:01:56,987"
8649,"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",Ronni,neutral,neutral,863,0,1,13,"00:10:39,430","00:10:44,893"
8650,But occasionally you get your person who wants them in a pose.,Ronni,neutral,neutral,863,1,1,13,"00:10:45,102","00:10:48,271"
8651,"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",Ronni,neutral,neutral,863,2,1,13,"00:10:48,564","00:10:55,236"
8652,"Joey, if I go first, I wanna be looking for my keys.",Chandler,neutral,neutral,863,3,1,13,"00:10:56,447","00:10:58,948"
8653,That's a good one!,Ronni,joy,positive,863,4,1,13,"0:11:01,702","0:11:03,084"
8654,"Hey, Joe.",Mr. Tribbiani,neutral,neutral,863,5,1,13,"0:11:03,084","0:11:03,260"
8655,"Dad, Ronni's here.",Joey,neutral,neutral,863,6,1,13,"00:11:03,496","00:11:04,954"
8656,Huh?,Mr. Tribbiani,surprise,negative,863,7,1,13,"00:11:05,206","00:11:06,456"
8657,"So now, these are all the tuxedos that we make and if theres anything that you like, we can make you a deal.",Rachel,neutral,neutral,864,0,7,20,"00:05:29,996","00:05:34,583"
